Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-08-21 00:00:00-04:00,282.8687564178452,289.9042871776798,281.27203136132323,289.3055114746094,20181500,0.0,0.0
2023-08-22 00:00:00-04:00,291.95002308405617,292.29931139123346,286.16192996937525,287.01019287109375,12999900,0.0,0.0
2023-08-23 00:00:00-04:00,287.90837735758254,296.7901201694689,287.0800928263882,293.6365966796875,18287000,0.0,0.0
2023-08-24 00:00:00-04:00,297.8878608577233,298.84588364162585,286.0521969844205,286.1619567871094,18360900,0.0,0.0
2023-08-25 00:00:00-04:00,285.54323318468863,287.79860830960723,275.46393933655094,284.9145202636719,23701400,0.0,0.0
2023-08-28 00:00:00-04:00,287.409389312014,290.8523264701454,285.21388873943823,289.6647644042969,14239300,0.0,0.0
2023-08-29 00:00:00-04:00,287.9881995532897,298.5365311085154,287.5890259188007,297.37890625,20844500,0.0,0.0
2023-08-30 00:00:00-04:00,296.56060487552486,297.6783032111664,292.8282538093701,294.4948425292969,17717000,0.0,0.0
2023-08-31 00:00:00-04:00,295.193391404985,300.48254097957476,295.05369433927655,295.2832336425781,17229900,0.0,0.0
2023-09-01 00:00:00-04:00,298.75607544203484,301.12121039736184,293.8661299896506,295.772216796875,12819800,0.0,0.0
2023-09-05 00:00:00-04:00,296.4108985922246,300.7719627400396,294.9040158155621,299.53448486328125,14956000,0.0,0.0
2023-09-06 00:00:00-04:00,301.0912571834107,302.67799282310125,295.05367645317335,298.5564880371094,15418100,0.0,0.0
2023-09-07 00:00:00-04:00,297.3888862152248,306.4203150407696,291.62074057998836,298.0575256347656,33748700,0.0,0.0
2023-09-08 00:00:00-04:00,298.60637285874617,304.6240055587086,296.1713742763573,297.27911376953125,17548000,0.0,0.0
2023-09-11 00:00:00-04:00,300.79190853751135,308.40626673056096,300.66217025296453,306.9292907714844,19489300,0.0,0.0
2023-09-12 00:00:00-04:00,305.7017878936075,308.0270267582652,299.6143216824322,301.0413818359375,13480400,0.0,0.0
2023-09-13 00:00:00-04:00,301.73994237328435,306.5500654143922,300.7020970060301,304.4344177246094,13210900,0.0,0.0
2023-09-14 00:00:00-04:00,306.11095115377924,312.22838508804153,304.40446641933414,311.08074951171875,19343100,0.0,0.0
2023-09-15 00:00:00-04:00,310.97093611122676,311.3601509182711,298.1373239962612,299.6941223144531,28106400,0.0,0.0
2023-09-18 00:00:00-04:00,297.5785208565908,302.9774305263259,297.1893059894115,301.9295654296875,14234200,0.0,0.0
2023-09-19 00:00:00-04:00,301.85971196816644,305.5421472818013,299.19517396574133,304.44439697265625,15924400,0.0,0.0
2023-09-20 00:00:00-04:00,304.42442262366103,307.4282597705547,298.81595241497274,299.05548095703125,19379500,0.0,0.0
2023-09-21 00:00:00-04:00,295.0935978977116,299.64424392551115,292.6685581361263,295.12353515625,21300500,0.0,0.0
2023-09-22 00:00:00-04:00,298.6861943373648,304.75374275079054,297.6583078418494,298.4666442871094,25369600,0.0,0.0
2023-09-25 00:00:00-04:00,295.03371490458176,300.33282269859654,293.0976910280687,300.2130432128906,18987000,0.0,0.0
2023-09-26 00:00:00-04:00,297.04957149338276,299.6841416243141,295.4029613546765,298.3468933105469,19417200,0.0,0.0
2023-09-27 00:00:00-04:00,299.8338896723783,300.68212224253574,286.2018981112432,297.1294250488281,36429800,0.0,0.0
2023-09-28 00:00:00-04:00,298.32697524738137,305.7018049619745,296.09157849302517,303.336669921875,22167100,0.0,0.0
2023-09-29 00:00:00-04:00,306.7496704602723,310.0029950273142,298.7460973285918,299.5943603515625,25356600,0.0,0.0
2023-10-02 00:00:00-04:00,302.1191760193366,306.55007356307704,301.0114668609001,306.1908264160156,16265600,0.0,0.0
2023-10-03 00:00:00-04:00,303.636075085301,306.1409072123018,299.0255540201875,300.3228759765625,17362300,0.0,0.0
2023-10-04 00:00:00-04:00,298.117410171548,306.2706390295386,297.88787086503925,304.9533386230469,16880500,0.0,0.0
2023-10-05 00:00:00-04:00,304.005302483509,305.5820489895082,298.88581766210666,304.16497802734375,19130000,0.0,0.0
2023-10-06 00:00:00-04:00,300.82184105304185,315.66134235138594,300.2929291393852,314.78314208984375,21784000,0.0,0.0
2023-10-09 00:00:00-04:00,311.8591545549184,319.6730841312484,311.18055634380585,317.7071228027344,22503700,0.0,0.0
2023-10-10 00:00:00-04:00,318.46556941551506,323.99421695506356,317.5075466339491,321.17999267578125,19038000,0.0,0.0
2023-10-11 00:00:00-04:00,322.3476020640163,328.1656328829338,322.287727544473,327.1477355957031,22036300,0.0,0.0
2023-10-12 00:00:00-04:00,327.32736080285633,329.8621604779355,322.0282526116243,323.4952392578125,20530500,0.0,0.0
2023-10-13 00:00:00-04:00,322.86654617496146,324.38341819585526,311.72942797485547,314.044677734375,21341000,0.0,0.0
2023-10-16 00:00:00-04:00,317.9865621466158,321.16003343752936,314.8729349190277,320.49139404296875,16536100,0.0,0.0
2023-10-17 00:00:00-04:00,317.52746911879836,323.73471436045065,316.649268950077,323.3355407714844,16387800,0.0,0.0
2023-10-18 00:00:00-04:00,320.7309259171606,325.2715828487301,314.9128647014633,316.3199768066406,16851000,0.0,0.0
2023-10-19 00:00:00-04:00,319.22402692592283,321.2299147643274,311.11069424490825,312.16851806640625,18709200,0.0,0.0
2023-10-20 00:00:00-04:00,313.4957908806943,314.65338520611687,305.8415067606528,308.01702880859375,22287400,0.0,0.0
2023-10-23 00:00:00-04:00,308.8652974202778,316.7091640223113,306.6299008129797,313.3660583496094,17796800,0.0,0.0
2023-10-24 00:00:00-04:00,316.1303943376672,317.6971821286606,309.9930119171805,311.9090576171875,19525500,0.0,0.0
2023-10-25 00:00:00-04:00,309.3643025332962,310.2425028455452,298.2271839874978,298.915771484375,42192500,0.0,0.0
2023-10-26 00:00:00-04:00,294.3950232906214,294.3950232906214,278.82700918832205,287.7586669921875,66684100,0.0,0.0
2023-10-27 00:00:00-04:00,293.87613496309183,298.6962169137372,292.36922170201143,296.12152099609375,29596300,0.0,0.0
2023-10-30 00:00:00-04:00,298.47665086728256,308.7655056582078,298.4367243680998,302.0393371582031,28435100,0.0,0.0
